Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
EXOC3L2	gene	EXOC3L2	Expert Review Green;Literature	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Dandy-Walker malformation;renal dysplasia;bone marrow failure			Abnormality of the kidney;HP:0000077	30327448;28749478;27894351		False	3	100;0;0	8.20	True		ENSG00000130201	ENSG00000283632	HGNC:30162													
EYA1	gene	EYA1	Expert Review Green;Victorian Clinical Genetics Services;Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	Unknown				Abnormality of the kidney;HP:0000077			False	3	100;0;0	8.20	False		ENSG00000104313	ENSG00000104313	HGNC:3519													
FAH	gene	FAH	Expert Review Green;Expert list;Expert Review Green;Expert list;Expert Review Green;Victorian Clinical Genetics Services;Expert Review Green	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Tyrosinemia type I MONDO:0010161			Abnormality of the kidney;HP:0000077	8318997;8364576;8253378;1401056;25681080		False	3	100;0;0	8.20	False		ENSG00000103876	ENSG00000103876	HGNC:3579													
FAM111A	gene	FAM111A	Expert Review Green;KidGen_Magnesium v38.1.0;Expert Review Green	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	autosomal dominant Kenny-Caffey syndrome MONDO:0007478			Abnormality of the kidney;HP:0000077	33010201;32996714;23684011;32765931		False	3	100;0;0	8.20	False		ENSG00000166801	ENSG00000166801	HGNC:24725													
FAM20A	gene	FAM20A	Expert Review Green;KidGen_CalcPhos v38.1.0;Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Amelogenesis imperfecta, type IG (enamel-renal syndrome) MIM#204690			Abnormality of the kidney;HP:0000077	24196488;23697977;23434854;23468644;25827751;24756937;21549343;24259279;21990045;26502894		False	3	100;0;0	8.20	False		ENSG00000108950	ENSG00000108950	HGNC:23015													
FAM20C	gene	FAM20C	Expert Review Green;Expert list;Expert Review Green;Expert list;Expert Review Green;Expert list	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	MONDO:0009821;Raine syndrome, MIM# 259775			Abnormality of the kidney;HP:0000077	32833257;19250384;20825432;33676444;32299476		False	3	100;0;0	8.20	False		ENSG00000177706	ENSG00000177706	HGNC:22140													
FAM58A	gene	FAM58A	Expert Review Green;Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	Other	STAR syndrome, MIM# 300707			Abnormality of the kidney;HP:0000077	28225384;18297069		False	3	100;0;0	8.20	True		-	ENSG00000262919	HGNC:28434													
FAN1	gene	FAN1	Expert Review Green;Expert Review	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	"Interstitial nephritis, karyomegalic, MIM#	614817"			Abnormality of the kidney;HP:0000077	22772369;16678356;7847351;8546134		False	3	100;0;0	8.20	True		ENSG00000198690	ENSG00000198690	HGNC:29170													
FAN1	gene	FAN1	Expert Review Green;Expert list	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Interstitial nephritis, karyomegalic, MIM# 614817			Abnormality of the kidney;HP:0000077	PubMed: 22772369;16678356;7847351;8546134		False	3	100;0;0	8.20	True		ENSG00000198690	ENSG00000198690	HGNC:29170													
FAT1	gene	FAT1	Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	facial dysmorphism;colobomatous microphthalmia;ptosis;syndactyly with or without nephropathy			Abnormality of the kidney;HP:0000077	30862798;26905694;32902815		False	3	100;0;0	8.20	True		ENSG00000083857	ENSG00000083857	HGNC:3595													
FGA	gene	FGA	Expert Review Green;Expert list	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Amyloidosis, familial visceral, MIM#105200			Abnormality of the kidney;HP:0000077	PubMed: 8097946;8639778;12050338;31064749;17295221;19073821;11739173		False	3	100;0;0	8.20	True		ENSG00000171560	ENSG00000171560	HGNC:3661													
FGF23	gene	FGF23	Expert Review Green;KidGen_CalcPhos v38.1.0;Expert Review Green	Kidneyome_SuperPanel		Renal and urinary tract disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	autosomal dominant hypophosphatemic rickets MONDO:0008660;familial hyperphosphatemic tumoral calcinosis/hyperphosphatemic hyperostosis syndrome MONDO:0100251			Abnormality of the kidney;HP:0000077	25378588;34444516;16151858;16030159;15590700;11062477;14966565		False	3	100;0;0	8.20	False		ENSG00000118972	ENSG00000118972	HGNC:3680													
FN1	gene	FN1	Expert Review Green;Expert list	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	"Glomerulopathy with fibronectin deposits 2, MIM#	601894"			Abnormality of the kidney;HP:0000077	18268355		False	3	100;0;0	8.20	True		ENSG00000115414	ENSG00000115414	HGNC:3778													
FOXI1	gene	FOXI1	Expert Review Green;Literature;Expert Review Green;Literature	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	autosomal recessive distal renal tubular acidosis MONDO:0018440			Abnormality of the kidney;HP:0000077	12642503;29242249;9843211		False	3	100;0;0	8.20	False		ENSG00000168269	ENSG00000168269	HGNC:3815													
FOXP1	gene	FOXP1	Expert Review Green;Expert Review	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	"Mental retardation with language impairment and with or without autistic features, MIM#	613670"			Abnormality of the kidney;HP:0000077	27657687		False	3	100;0;0	8.20	True		ENSG00000114861	ENSG00000114861	HGNC:3823													
FRAS1	gene	FRAS1	Expert Review Green;Victorian Clinical Genetics Services;Victorian Clinical Genetics Services;Expert Review Green	Kidneyome_SuperPanel		Renal and urinary tract disorders	Unknown				Abnormality of the kidney;HP:0000077			False	3	100;0;0	8.20	False		ENSG00000138759	ENSG00000138759	HGNC:19185													
FREM1	gene	FREM1	Expert Review Green;Victorian Clinical Genetics Services;Victorian Clinical Genetics Services;Expert Review Green	Kidneyome_SuperPanel		Renal and urinary tract disorders	Unknown				Abnormality of the kidney;HP:0000077			False	3	100;0;0	8.20	False		ENSG00000164946	ENSG00000164946	HGNC:23399													
FREM2	gene	FREM2	Victorian Clinical Genetics Services;Expert Review Green	Kidneyome_SuperPanel		Renal and urinary tract disorders	Unknown				Abnormality of the kidney;HP:0000077			False	3	100;0;0	8.20	False		ENSG00000150893	ENSG00000150893	HGNC:25396													
GALNT3	gene	GALNT3	Expert Review Green;KidGen_CalcPhos v38.1.0	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Tumoral calcinosis, hyperphosphatemic, familial, 1, MIM# 211900			Abnormality of the kidney;HP:0000077	20358599;32125652;15133511		False	3	100;0;0	8.20	False		ENSG00000115339	ENSG00000115339	HGNC:4125													
GANAB	gene	GANAB	Expert Review Green;KidGen_Cystic v38.1.0	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Polycystic kidney disease 3, MIM# 600666			Abnormality of the kidney;HP:0000077	27259053		False	3	100;0;0	8.20	True		ENSG00000089597	ENSG00000089597	HGNC:4138													
GATA3	gene	GATA3	Expert Review Green;Expert list;Expert Review Green;Expert list;Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Hypoparathyroidism, sensorineural deafness, and renal dysplasia, OMIM #146255			Abnormality of the kidney;HP:0000077	10935639, 11389161, 21120445, 26316437, 25771973, 27387476, 30396722		False	3	100;0;0	8.20	False		ENSG00000107485	ENSG00000107485	HGNC:4172													
GATA3	gene	GATA3	Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Hypoparathyroidism, sensorineural deafness, and renal dysplasia, MIM# 146255			Abnormality of the kidney;HP:0000077	10935639;11389161;21120445;26316437;25771973;27387476;30396722		False	3	100;0;0	8.20	True		ENSG00000107485	ENSG00000107485	HGNC:4172													
GATM	gene	GATM	Expert Review Green;KidGen_Tubulopathies v38.1.0;Expert Review Green;Expert list;Expert Review Green;NHS GMS;Expert Review Green;KidGen_Tubulopathies v38.1.0	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Fanconi renotubular syndrome 1, MIM# 134600			Abnormality of the kidney;HP:0000077	29654216		False	3	100;0;0	8.20	False		ENSG00000171766	ENSG00000171766	HGNC:4175													
GCM2	gene	GCM2	Expert Review Green;Expert list;Expert Review Green;Expert list;Expert Review Green;Expert Review Green;Literature;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Hyperparathyroidism 4, OMIM #617343;Hypoparathyroidism, familial isolated 2, OMIM #618883			Abnormality of the kidney;HP:0000077	27745835, 20190276, 34967908, 35038313		False	3	100;0;0	8.20	False		ENSG00000124827	ENSG00000124827	HGNC:4198													
GDF6	gene	GDF6	Expert Review Green;Literature	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Syndromic CAKUT			Abnormality of the kidney;HP:0000077	32737436		False	3	67;0;33	8.20	True		ENSG00000156466	ENSG00000156466	HGNC:4221													
GFRA1	gene	GFRA1	Expert Review Green;Literature	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Renal hypodysplasia/aplasia 4, MIM# 619887			Abnormality of the kidney;HP:0000077	33020172;34737117		False	3	100;0;0	8.20	True		ENSG00000151892	ENSG00000151892	HGNC:4243													
GLA	gene	GLA	Expert Review Green;KidGen_MetabolicRenal v38.1.0	Kidneyome_SuperPanel		Renal and urinary tract disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Fabry disease (MIM# 301500)			Abnormality of the kidney;HP:0000077	8878432;30681346;31613176		False	3	100;0;0	8.20	False		ENSG00000102393	ENSG00000102393	HGNC:4296													
GLA	gene	GLA	Expert Review Green;Expert list	Kidneyome_SuperPanel		Renal and urinary tract disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	"Fabry disease, MIM#	301500"			Abnormality of the kidney;HP:0000077	18033242		False	3	100;0;0	8.20	True		ENSG00000102393	ENSG00000102393	HGNC:4296													
GLI3	gene	GLI3	Expert Review Green;Expert Review Green;Expert list;Expert Review Green;Victorian Clinical Genetics Services;Victorian Clinical Genetics Services;Victorian Clinical Genetics Services;Expert Review Green	Kidneyome_SuperPanel		Renal and urinary tract disorders	Unknown				Abnormality of the kidney;HP:0000077			False	3	100;0;0	8.20	False		ENSG00000106571	ENSG00000106571	HGNC:4319													
GNA11	gene	GNA11	Expert Review Green;KidGen_CalcPhos v38.1.0;Expert Review Red;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Hypocalciuric hypercalcemia, type II MIM#145981;Hypocalcemia, autosomal dominant 2 MIM#615361			Abnormality of the kidney;HP:0000077	27334330;23802536;23802516;26818911;24823460		False	3	33;0;67	8.20	False		ENSG00000088256	ENSG00000088256	HGNC:4379													
GNAS	gene	GNAS	Expert Review Green;Expert list;Expert Review Green;Expert list	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, paternally imprinted (maternal allele expressed)	Pseudohypoparathyroidism Ic (612462) AD;Pituitary adenoma 3, multiple types, somatic (617686);Pseudohypoparathyroidism Ia (103580) AD;Pseudohypoparathyroidism Ib (603233) AD;Osseous heteroplasia, progressive (166350) AD;Pseudopseudohypoparathyroidism (612463)			Abnormality of the kidney;HP:0000077	15331575		False	3	100;0;0	8.20	False		ENSG00000087460	ENSG00000087460	HGNC:4392													
GON7	gene	GON7	Expert Review Green;Literature	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Galloway-Mowat syndrome 9, MIM# 619603			Abnormality of the kidney;HP:0000077	31481669		False	3	100;0;0	8.20	True		ENSG00000170270	ENSG00000170270	HGNC:20356													
GPC3	gene	GPC3	Expert Review Green;Victorian Clinical Genetics Services;Victorian Clinical Genetics Services;Expert Review Green	Kidneyome_SuperPanel		Renal and urinary tract disorders	Unknown				Abnormality of the kidney;HP:0000077			False	3	100;0;0	8.20	False		ENSG00000147257	ENSG00000147257	HGNC:4451													
GREB1L	gene	GREB1L	Expert Review Green;Expert Review Green;Victorian Clinical Genetics Services;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Renal hypodysplasia/aplasia 3, OMIM# 617805			Abnormality of the kidney;HP:0000077	29100091		False	3	100;0;0	8.20	True		ENSG00000141449	ENSG00000141449	HGNC:31042													
GRHPR	gene	GRHPR	Expert Review Green;Victorian Clinical Genetics Services;Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Hyperoxaluria, primary, type II, MIM# 260000;MONDO:0009824			Abnormality of the kidney;HP:0000077	11030416;24116921;10484776		False	3	100;0;0	8.20	False		ENSG00000137106	ENSG00000137106	HGNC:4570													
GRIP1	gene	GRIP1	Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Fraser syndrome 3 MIM#617667;CAKUT			Abnormality of the kidney;HP:0000077	24700879;24357607;22510445		False	3	100;0;0	8.20	True		ENSG00000155974	ENSG00000155974	HGNC:18708													
GSN	gene	GSN	Expert Review Green;Expert list	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Amyloidosis, Finnish type, MIM#105200			Abnormality of the kidney;HP:0000077	PubMed: 8395367;2176164;8684801;6975851;29167514		False	3	100;0;0	8.20	True		ENSG00000148180	ENSG00000148180	HGNC:4620													
HAAO	gene	HAAO	NHS GMS;Expert Review Green;Expert list	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Vertebral, cardiac, renal, and limb defects syndrome 1, MIM#617660			Abnormality of the kidney;HP:0000077	28792876;33942433		False	3	100;0;0	8.20	True		ENSG00000162882	ENSG00000162882	HGNC:4796													
HNF1B	gene	HNF1B	Expert Review Green;KidGen_Cystic v38.1.0	Kidneyome_SuperPanel		Renal and urinary tract disorders	Unknown				Abnormality of the kidney;HP:0000077			False	3	0;0;0	8.20	False		ENSG00000108753	ENSG00000275410	HGNC:11630													
HNF1B	gene	HNF1B	Expert Review Green;Victorian Clinical Genetics Services;Victorian Clinical Genetics Services;Victorian Clinical Genetics Services;Expert Review Green	Kidneyome_SuperPanel		Renal and urinary tract disorders	Unknown				Abnormality of the kidney;HP:0000077			False	3	100;0;0	8.20	False		ENSG00000108753	ENSG00000275410	HGNC:11630													
HNF1B	gene	HNF1B	Expert Review Green;KidGen_Tubulointerstitial v38.1.0	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Diabetes mellitus, noninsulin-dependent 125853 AD;Renal cysts and diabetes syndrome 137920 AD;{Renal cell carcinoma} 144700			Abnormality of the kidney;HP:0000077	25536396;11845238;15509593		False	3	100;0;0	8.20	True	Other	ENSG00000108753	ENSG00000275410	HGNC:11630													
HNF1B	gene	HNF1B	Expert Review Green;Expert list;Expert Review Green;Expert list	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Renal cysts and diabetes syndrome, MIM#137920			Abnormality of the kidney;HP:0000077	27234911		False	3	100;0;0	8.20	False		ENSG00000108753	ENSG00000275410	HGNC:11630													
HNF4A	gene	HNF4A	Expert Review Green;KidGen_Tubulopathies v38.1.0	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	MODY, type I, OMIM # 125850;Fanconi renotubular syndrome 4, with maturity-onset diabetes of the young, OMIM #616026			Abnormality of the kidney;HP:0000077	31875549;30005691;28458902;24285859;22802087		False	3	100;0;0	8.20	False		ENSG00000101076	ENSG00000101076	HGNC:5024													
HOGA1	gene	HOGA1	Expert Review Green;Victorian Clinical Genetics Services;Expert Review Green;KidGen_MetabolicRenal v38.1.0	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Hyperoxaluria, primary, type III MIM#613616			Abnormality of the kidney;HP:0000077	21896830;20797690;22391140		False	3	100;0;0	8.20	False		ENSG00000241935	ENSG00000241935	HGNC:25155													
HOXA13	gene	HOXA13	Expert Review Green;Victorian Clinical Genetics Services;Victorian Clinical Genetics Services;Expert Review Green	Kidneyome_SuperPanel		Renal and urinary tract disorders	Unknown				Abnormality of the kidney;HP:0000077			False	3	100;0;0	8.20	False		ENSG00000106031	ENSG00000106031	HGNC:5102													
HPRT1	gene	HPRT1	Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	HPRT-related gout (MIM# 300323);Lesch-Nyhan syndrome (MIM# 300322)			Abnormality of the kidney;HP:0000077	20176575		False	3	100;0;0	8.20	False		ENSG00000165704	ENSG00000165704	HGNC:5157													
HPSE2	gene	HPSE2	Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Urofacial syndrome 1 MIM#236730			Abnormality of the kidney;HP:0000077	25145936;23313374;33558177		False	3	100;0;0	8.20	True		ENSG00000172987	ENSG00000172987	HGNC:18374													
HS2ST1	gene	HS2ST1	Expert Review Green;Expert Review;Expert Review Green;NHS GMS;Literature	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Neurofacioskeletal syndrome with or without renal agenesis, MIM#619194			Abnormality of the kidney;HP:0000077	33159882		False	3	100;0;0	8.20	True		ENSG00000153936	ENSG00000153936	HGNC:5193													
HSD11B2	gene	HSD11B2	Expert Review Green;KidGen_AldoHypertension v38.1.0;Expert Review Green;KidGen_AldoHypertension v38.1.0	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	MONDO:0009025;Apparent mineralocorticoid excess, MIM# 218030			Abnormality of the kidney;HP:0000077	7670488;17314322;9683587		False	3	100;0;0	8.20	False		ENSG00000176387	ENSG00000176387	HGNC:5209													
HSD3B2	gene	HSD3B2	Expert Review Green;Expert list;Expert list	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency, MIM# 201810			Abnormality of the kidney;HP:0000077	1363812, 18252794		False	3	100;0;0	8.20	False		ENSG00000203859	ENSG00000203859	HGNC:5218													
HSPA9	gene	HSPA9	Expert Review Green;Literature	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	"Even-plus syndrome, MIM#	616854;skeletal anomalies;congenital cardiac and renal anomalies: marked small nose"			Abnormality of the kidney;HP:0000077	26598328;32869452		False	3	100;0;0	8.20	True		ENSG00000113013	ENSG00000113013	HGNC:5244													
IFT122	gene	IFT122	Expert Review Green;KidGen_CilioNephronop v38.1.0	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Cranioectodermal dysplasia 1, MIM# 218330;MONDO:0021093			Abnormality of the kidney;HP:0000077	20493458;23826986;28370949;33717254;26792575		False	3	100;0;0	8.20	True		ENSG00000163913	ENSG00000163913	HGNC:13556													
IFT140	gene	IFT140	Expert Review Green;KidGen_CilioNephronop v38.1.0	Kidneyome_SuperPanel		Renal and urinary tract disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Short-rib thoracic dysplasia 9 with or without polydactyly, MIM# 266920;MONDO:0009964;Cystic Kidney Disease, MONDO# 0002473, IFT140-related, dominant			Abnormality of the kidney;HP:0000077	22503633;23418020;34890546		False	3	100;0;0	8.20	True		ENSG00000187535	ENSG00000187535	HGNC:29077													
IFT140	gene	IFT140	Expert Review Green;Literature	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Cystic Kidney Disease, MONDO# 0002473			Abnormality of the kidney;HP:0000077	34890546		False	3	100;0;0	8.20	True		ENSG00000187535	ENSG00000187535	HGNC:29077													
IFT172	gene	IFT172	Expert Review Green;KidGen_CilioNephronop v38.1.0;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Bardet-Biedl syndrome 20, MIM# 619471;Short-rib thoracic dysplasia 10 with or without polydactyly, MIM# 615630			Abnormality of the kidney;HP:0000077	30761183;26763875;25168386;24140113		False	3	100;0;0	8.20	True		ENSG00000138002	ENSG00000138002	HGNC:30391													
IFT27	gene	IFT27	Expert Review Green;Expert list;KidGen_CilioNephronop v38.1.0	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Bardet-Biedl syndrome 19, MIM#615996			Abnormality of the kidney;HP:0000077	24488770;30761183;26763875;25443296		False	3	100;0;0	8.20	True		ENSG00000100360	ENSG00000100360	HGNC:18626													
IFT43	gene	IFT43	Expert Review Green;KidGen_CilioNephronop v38.1.0;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Short-rib thoracic dysplasia 18 with polydactyly, MIM# 617866;Cranioectodermal dysplasia 3, MIM# 614099			Abnormality of the kidney;HP:0000077	28400947;21378380;29896747		False	3	100;0;0	8.20	True		ENSG00000119650	ENSG00000119650	HGNC:29669													
INF2	gene	INF2	Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Charcot-Marie-Tooth disease, dominant intermediate E, MIM# 614455;Glomerulosclerosis, focal segmental, 5, MIM# 613237			Abnormality of the kidney;HP:0000077	22187985;30680856;25943269;20023659		False	3	100;0;0	8.20	True		ENSG00000203485	ENSG00000203485	HGNC:23791													
INPP5E	gene	INPP5E	Expert Review Green;KidGen_CilioNephronop v38.1.0	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 1, MIM# 213300;MONDO:0008944			Abnormality of the kidney;HP:0000077	19668216;32139166;29230161;29052317;27998989;27401686		False	3	100;0;0	8.20	True		ENSG00000148384	ENSG00000148384	HGNC:21474													
INVS	gene	INVS	Expert Review Green;KidGen_CilioNephronop v38.1.0	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Nephronophthisis 2, infantile, (MIM#602088)			Abnormality of the kidney;HP:0000077	12872123;19177160		False	3	100;0;0	8.20	True		ENSG00000119509	ENSG00000119509	HGNC:17870													
IQCB1	gene	IQCB1	Expert Review Green;KidGen_CilioNephronop v38.1.0	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Senior-Loken syndrome 5, MIM# 609254;MONDO:0012225			Abnormality of the kidney;HP:0000077	15723066;21220633;20881296;21901789;33512896;33535056;29219953		False	3	100;0;0	8.20	True		ENSG00000173226	ENSG00000173226	HGNC:28949													
ITGA3	gene	ITGA3	Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Interstitial lung disease, nephrotic syndrome, and epidermolysis bullosa, congenital, MIM# 614748			Abnormality of the kidney;HP:0000077	22512483;25810266;27717396;32198874;26854491		False	3	100;0;0	8.20	True		ENSG00000005884	ENSG00000005884	HGNC:6139													
ITGA8	gene	ITGA8	Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Renal hypodysplasia/aplasia 1, MIM# 191830			Abnormality of the kidney;HP:0000077	24439109		False	3	100;0;0	8.20	True		ENSG00000077943	ENSG00000077943	HGNC:6144													
ITSN1	gene	ITSN1	Expert Review Green;Expert Review Green;Expert list;Literature	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Nephrotic syndrome			Abnormality of the kidney;HP:0000077	PMID: 29773874		False	3	100;0;0	8.20	True		ENSG00000205726	ENSG00000205726	HGNC:6183													
ITSN2	gene	ITSN2	Expert Review Green;Literature	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Nephrotic syndrome			Abnormality of the kidney;HP:0000077	PMID: 29773874		False	3	100;0;0	8.20	True		ENSG00000198399	ENSG00000198399	HGNC:6184													
JAG1	gene	JAG1	Expert Review Green;Literature;Victorian Clinical Genetics Services;Victorian Clinical Genetics Services;Expert Review Green	Kidneyome_SuperPanel		Renal and urinary tract disorders	Unknown				Abnormality of the kidney;HP:0000077			False	3	50;50;0	8.20	False		ENSG00000101384	ENSG00000101384	HGNC:6188													
KANK2	gene	KANK2	Expert Review Green;Expert list	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Nephrotic syndrome, type 16, MIM#617783			Abnormality of the kidney;HP:0000077	25961457		False	3	100;0;0	8.20	True		ENSG00000197256	ENSG00000197256	HGNC:29300													
KCNA1	gene	KCNA1	Expert Review Green;KidGen_Magnesium v38.1.0;Expert Review Green;Victorian Clinical Genetics Services;Victorian Clinical Genetics Services;Expert Review Green	Kidneyome_SuperPanel		Renal and urinary tract disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Epilepsy, MONDO:0005027, KCNA1-related;Episodic ataxia/myokymia syndrome, MIM# 160120			Abnormality of the kidney;HP:0000077	32316562;11026449		False	3	100;0;0	8.20	False		ENSG00000111262	ENSG00000111262	HGNC:6218													
KCNJ1	gene	KCNJ1	Expert Review Green;Victorian Clinical Genetics Services;Expert Review Green;Victorian Clinical Genetics Services	Kidneyome_SuperPanel		Renal and urinary tract disorders	BIALLELIC, autosomal or pseudoautosomal	Bartter syndrome, type 2, MIM#241200			Abnormality of the kidney;HP:0000077	19096086;12086641;8841184;9580661;12122007;7635463		False	3	100;0;0	8.20	False		ENSG00000151704	ENSG00000151704	HGNC:6255													
